"YEAR","MONTH","SO2","CO","O3","NO2","PM10","MEAN_TEMP","MEAN_MAX_TEMP","MEAN_MIN_TEMP","MAX_TEMP","MIN_TEMP","MEAN_PRES","MEAN_SEA_PRES","MAX_SEA_PRES","MIN_SEA_PRES","MEAN_WATER_PRES","MAX_WATER_PRES","MIN_WATER_PRES","MEAN_DEW_TEMP","MEAN_HUM","MIN_HUM","SUM_PRECI","DAY_MAX_PRECI","HOUR_MAX_PRECI","TEN_MINU_MAX_PRECI","MEAN_WIND_SPED","MAX_WIND_SPED","MAX_INST_WIND_SPED","MAX_WIND_DIR","MAX_INST_WIND_DIR","SUM_SUN","PERC_SUN","MAX_SNOW_DEP","MAX_NEW_SNOW_DEP","SUM_SNOW","MEAN_MIN_GRA_TEMP","MIN_GRA_TEMP","MEAN_SURF_TEMP","BEIJING_PM2.5","SHANGHAI_PM2.5","BEIJIING_PM2,5_STD","SHANGHAI_PM2,5_STD","POP_DEN","YD_FREQ","X_COORD","Y_COORD","BEIJING_AQI","TIANJIN_AQI"
2014,4,"0.007209564","0.606329114","0.032677918","0.035244726","51.3028169",12.3,16.7,8.8,23.2,3.1,1008.8,1017.4,1025.3,1008.8,10.5,16.5,3.7,7.2,75,22,"44.1","20.8",4.8,1.2,2.9,10,15,"20",20,206.1,52.19,0,0,0,4.9,-2.2,"15.3","95.14225941","51.67688022","78.4468435798043","25.844026277398","6332.14","0",126.647201985,37.3984992311,"128.466666666667","121.166666666667"
2014,4,"0.006920056","0.455820477","0.029984551","0.031234222","58.71729958",14.4,20.1,9.4,28.3,3.9,1012.7,1016.8,1024.9,1005.7,9.3,17.5,3.1,5.3,59,12,"91.2","37.3",7.3,2.4,2.2,8,12.7,"90",70,208.2,53,0,0,0,4.5,-1.7,"16.1","95.14225941","51.67688022","18.772874179957","22.4637100245477","6453.17","0",129.3084528861,35.5707887341,"128.466666666667","121.166666666667"
2014,4,"0.009627841","0.679403409","0.02803125","0.035740057","63.13068182",12.3,16.7,8.8,23.2,3.1,1008.8,1017.4,1025.3,1008.8,10.5,16.5,3.7,7.2,75,22,"44.1","20.8",4.8,1.2,2.9,10,15,"20",20,206.1,52.19,0,0,0,4.9,-2.2,"15.3","95.14225941","51.67688022","79.194437678746","25.1524781013469","10287.59","0",126.6396442851,37.482930814,"128.466666666667","121.166666666667"
2014,4,"0.006852973","0.533155885","0.043886386","0.022132323","39.93676331",14.2,18.3,10.9,24.5,4.5,1008.8,1016.5,1024.9,1005.9,8.7,14.9,1.8,4,54,9,"63.9","33.7",6.1,1.5,3.5,15.4,23.4,"340",340,209.6,53.48,0,0,0,4.3,-2.3,"15.1","95.14225941","51.67688022","33.3053096153993","39.5712336817909","571.7","0",127.653220674,34.6958199959,"128.466666666667","121.166666666667"
2014,4,"0.007554149","0.45491573","0.039727528","0.023494382","59.45441795",14.6,19.3,11.2,23.9,4.1,1008.5,1016.7,1025.2,1006.1,9.8,17.8,2.7,5.9,59,16,"147.8","77.5",15,10,2.8,8.8,14.5,"230",340,224.3,57.2,0,0,0,6.9,0.9,"17.5","95.14225941","51.67688022","18.2675750673643","26.3267543817057","9716.59","0",129.0447640829,35.1288793093,"128.466666666667","121.166666666667"
2014,4,"0.003871329","0.414265734","0.034839385","0.027738462","46.96522949",15.5,21.5,10.1,27.9,4.6,1009.9,1017.5,1026,1006.8,7.9,17.4,1.9,2.4,48,10,"105","40.5",9.5,3,2,7.2,13.1,"90",90,211.1,53.69,0,0,0,4,-2.1,"18.3","95.14225941","51.67688022","32.3391589995427","24.5480959030069","1910.13","0",128.6857982544,35.9342051419,"128.466666666667","121.166666666667"
2014,4,"0.006542135","0.30744382","0.034668539","0.014622191","56.83053221",14.6,19.3,11.2,23.9,4.1,1008.5,1016.7,1025.2,1006.1,9.8,17.8,2.7,5.9,59,16,"147.8","77.5",15,10,2.8,8.8,14.5,"230",340,224.3,57.2,0,0,0,6.9,0.9,"17.5","95.14225941","51.67688022","19.4956258738286","26.5558623315316","6732.25","0",128.9867640949,35.1577264954,"128.466666666667","121.166666666667"
2014,4,"0.005175283","0.462927127","0.036772223","0.018822222","46.40634246",12.2,19.4,6.2,26.2,-2.2,1014.3,1017.8,1025.7,1007.8,10,17.3,2.7,6.3,73,15,"85.6","36.9",4.6,1,2,7.7,11.5,"290",290,224.8,57.06,0,0,0,2.9,-7.1,"14.6","95.14225941","51.67688022","76.1695433858385","30.9355298654412","226.25","0",126.4634793865,36.783862857,"128.466666666667","121.166666666667"
2014,4,"0.010494074","0.565655322","0.035482174","0.033355644","57.29742826",14.4,20.1,9.4,28.3,3.9,1012.7,1016.8,1024.9,1005.7,9.3,17.5,3.1,5.3,59,12,"91.2","37.3",7.3,2.4,2.2,8,12.7,"90",70,208.2,53,0,0,0,4.5,-1.7,"16.1","95.14225941","51.67688022","17.9681592373065","22.718079390439","4764.21","0",129.3284144709,35.5157834874,"128.466666666667","121.166666666667"
2014,4,"0.005972106","0.50055788","0.019979079","0.045806137","57.05339105",14,19.6,9.4,26.2,2.3,1006.8,1017,1025,1008.6,9.2,16.3,3,5.1,60,15,"31","13.5",3.5,1,2.8,9.3,18.4,"250",50,213.2,53.97,0,0,0,5.7,-3,"17.9","95.14225941","51.67688022","73.9383654001092","23.2507605892732","10789.39","0",126.9798450661,37.5313346158,"128.466666666667","121.166666666667"
2014,4,"0.001441092","0.274281609","0.050382184","0.011122126","46.08764368",15.7,19.6,12.5,23.7,6.7,1010.5,1016.3,1024.3,1006.3,11.4,19,2.5,8,64,17,"198.2","74.5",23.5,6,2.4,7.3,14.8,"70",320,208.2,53.36,0,0,0,9.7,3.4,"18.3","95.14225941","51.67688022","31.9838499463492","51.67688022","182.04","0",126.5809815697,33.3245437384,"128.466666666667","121.166666666667"
2014,4,"0.006105337","0.436185133","0.036767045","0.034769663","55.23638968",14,19.6,9.4,26.2,2.3,1006.8,1017,1025,1008.6,9.2,16.3,3,5.1,60,15,"31","13.5",3.5,1,2.8,9.3,18.4,"250",50,213.2,53.97,0,0,0,5.7,-3,"17.9","95.14225941","51.67688022","73.2298171135758","21.8751459642123","16439.59","0",127.0749840113,37.6524737114,"128.466666666667","121.166666666667"
2014,4,"0.003792801","0.470820199","0.03235079","0.030023201","61.3477822",14,19.6,9.4,26.2,2.3,1006.8,1017,1025,1008.6,9.2,16.3,3,5.1,60,15,"31","13.5",3.5,1,2.8,9.3,18.4,"250",50,213.2,53.97,0,0,0,5.7,-3,"17.9","95.14225941","51.67688022","70.5782149977396","21.2565232713438","1388.91","0",127.2436300714,37.6624936077,"128.466666666667","121.166666666667"
2014,4,"0.003822929","0.334778044","0.061317909","0.005527546","51.39437416",11.7,17.5,6.5,23.5,-0.9,1011.8,1017.4,1025.1,1008.8,9.1,16,2.5,4.9,68,15,"22.5","11.5",3,1,2.4,7.1,12.1,"50",50,187.1,47.34,0,0,0,3.2,-5.7,"14.8","95.14225941","51.67688022","95.14225941","29.358421296592","120.3","",125.6358002637,37.5439606615,"128.466666666667","121.166666666667"
2014,4,"0.004155028","0.58980447","0.028428771","0.034557961","59.64951322",14,19.6,9.4,26.2,2.3,1006.8,1017,1025,1008.6,9.2,16.3,3,5.1,60,15,"31","13.5",3.5,1,2.8,9.3,18.4,"250",50,213.2,53.97,0,0,0,5.7,-3,"17.9","95.14225941","51.67688022","72.8375471003045","23.8723839001917","1956.01","0",127.0026203321,37.4337845087,"128.466666666667","121.166666666667"
2014,4,"0.004198389","0.408658632","0.039748","0.024473937","65.67466034",14.7,21.3,9.1,27.6,2,1010.2,1017,1025.2,1006.4,8.2,15.8,2.8,3.2,51,16,"43.7","19.5",4,1,1.5,6,10.4,"50",50,219.3,55.67,0,0,0,7.5,1.1,"16.6","95.14225941","51.67688022","59.2830548783459","26.735471013193","813.93","0",127.4913165942,36.7204420702,"128.466666666667","121.166666666667"
2014,4,"0.004167727","0.393588264","0.031482643","0.022208553","64.59509718",13.3,19.9,7.9,26.3,1.4,1013.2,1017.3,1025.3,1008.3,9.2,16.4,3,5.1,63,14,"55.7","27.3",5.9,1.3,1.9,7.3,12.2,"50",50,205,51.94,0,0,0,6.4,-0.6,"14.8","95.14225941","51.67688022","73.3048132849825","26.6728781155029","784.25","0",126.8747944524,37.1651469417,"128.466666666667","121.166666666667"
2014,4,"0.003884722","0.516527778","0.029367177","0.032619444","54.72222222",13.4,20.6,7,27,-1.8,1014,1016.5,1024.5,1006,8.3,16.1,2.6,3.4,57,10,"62.1","26.5",7,1.5,2.1,7.6,12.8,"290",20,222.2,56.37,0,0,0,3.4,-5.6,"16.2","95.14225941","51.67688022","63.8152004562074","27.7635835787075","597.04","0",127.2208617019,36.7639849826,"128.466666666667","121.166666666667"
2014,4,"0.004161785","0.49637378","0.028149233","0.045714086","54.40725244",14,19.6,9.4,26.2,2.3,1006.8,1017,1025,1008.6,9.2,16.3,3,5.1,60,15,"31","13.5",3.5,1,2.8,9.3,18.4,"250",50,213.2,53.97,0,0,0,5.7,-3,"17.9","95.14225941","51.67688022","73.7845453890574","22.4841478172596","18989.17","0",127.0175219975,37.6056595271,"128.466666666667","121.166666666667"
2014,4,"0.004127095","0.560893855","0.046822626","0.010698324","51.65223464",13,20.3,6.6,26.3,-1,1001.1,1016.3,1024.9,1005.3,8.3,15.8,2.7,3.5,58,12,"66.1","19.7",5.9,1.6,2.1,9.8,14.6,"70",50,202.9,51.68,0,0,0,5.2,-2.2,"14.5","95.14225941","51.67688022","47.0375155900111","35.1563818923066","113.86","",127.4418829976,35.4222699312,"128.466666666667","121.166666666667"
2014,4,"0.004623431","0.571368715","0.028308659","0.039619247","62.23842917",14,19.6,9.4,26.2,2.3,1006.8,1017,1025,1008.6,9.2,16.3,3,5.1,60,15,"31","13.5",3.5,1,2.8,9.3,18.4,"250",50,213.2,53.97,0,0,0,5.7,-3,"17.9","95.14225941","51.67688022","74.0712890312999","23.9170054909859","17356.51","0",126.945271171,37.4673184717,"128.466666666667","121.166666666667"
2014,4,"0.006142568","0.671483741","0.028076932","0.040203996","64.61881692",13.3,19.9,7.9,26.3,1.4,1013.2,1017.3,1025.3,1008.3,9.2,16.4,3,5.1,63,14,"55.7","27.3",5.9,1.3,1.9,7.3,12.2,"50",50,205,51.94,0,0,0,6.4,-0.6,"14.8","95.14225941","51.67688022","71.4858581665989","25.0219508802733","15826.63","0",127.0161812632,37.2773861315,"128.466666666667","121.166666666667"
2014,4,"0.005050139","0.520334262","0.030792479","0.032749304","63.65921788",14,19.6,9.4,26.2,2.3,1006.8,1017,1025,1008.6,9.2,16.3,3,5.1,60,15,"31","13.5",3.5,1,2.8,9.3,18.4,"250",50,213.2,53.97,0,0,0,5.7,-3,"17.9","95.14225941","51.67688022","72.3229238560052","22.6401644011173","21295.31","0",127.0856942073,37.5466574226,"128.466666666667","121.166666666667"
2014,4,"0.004023977","0.541607898","0.03590409","0.022863188","40.05314685",14.5,21.1,9.4,28,4.1,1008.6,1017.2,1025.5,1006.3,8.8,15.4,3,4.2,55,13,"62.5","15",6.5,2,1.9,7.4,12.8,"270",290,208.5,53.16,0,0,0,6.8,0.9,"17.5","95.14225941","51.67688022","50.7069716700197","39.8797139089606","2048.21","0",126.949400652,35.117072902,"128.466666666667","121.166666666667"
2014,4,"0.009562658","0.483492919","0.041860267","0.02980911","58.6486014",12.3,16.7,8.8,23.2,3.1,1008.8,1017.4,1025.3,1008.8,10.5,16.5,3.7,7.2,75,22,"44.1","20.8",4.8,1.2,2.9,10,15,"20",20,206.1,52.19,0,0,0,4.9,-2.2,"15.3","95.14225941","51.67688022","81.2910887910713","26.0292609693321","840.34","0",126.4804392103,37.4674763424,"128.466666666667","121.166666666667"
2014,4,"0.00532362","0.455066079","0.030975037","0.028640235","75.44888889",14,19.6,9.4,26.2,2.3,1006.8,1017,1025,1008.6,9.2,16.3,3,5.1,60,15,"31","13.5",3.5,1,2.8,9.3,18.4,"250",50,213.2,53.97,0,0,0,5.7,-3,"17.9","95.14225941","51.67688022","76.5996860123173","22.7434516534125","2563.57","0",126.8785579999,37.6557727824,"128.466666666667","121.166666666667"
2014,4,"0.006891213","0.636401674","0.030037657","0.037645746","64.64534075",13.3,19.9,7.9,26.3,1.4,1013.2,1017.3,1025.3,1008.3,9.2,16.4,3,5.1,63,14,"55.7","27.3",5.9,1.3,1.9,7.3,12.2,"50",50,205,51.94,0,0,0,6.4,-0.6,"14.8","95.14225941","51.67688022","69.6430438432539","24.536181436534","4924.5","0",127.1212766058,37.2673481239,"128.466666666667","121.166666666667"
2014,4,"0.004674126","0.292608089","0.026597475","0.033081346","56.69777159",14,19.6,9.4,26.2,2.3,1006.8,1017,1025,1008.6,9.2,16.3,3,5.1,60,15,"31","13.5",3.5,1,2.8,9.3,18.4,"250",50,213.2,53.97,0,0,0,5.7,-3,"17.9","95.14225941","51.67688022","74.2111895395155","22.221493820639","14197.85","0",127.0111306908,37.6434355798,"128.466666666667","121.166666666667"
2014,4,"0.005115097","0.481940299","0.036343284","0.032573134","52.82074074",15.5,21.5,10.1,27.9,4.6,1009.9,1017.5,1026,1006.8,7.9,17.4,1.9,2.4,48,10,"105","40.5",9.5,3,2,7.2,13.1,"90",90,211.1,53.69,0,0,0,4,-2.1,"18.3","95.14225941","51.67688022","33.1179577615834","25.4741084925493","11170.66","0",128.5937333225,35.8663069879,"128.466666666667","121.166666666667"
2014,4,"0.006960899","0.419219858","0.041532122","0.017841292","42.80936699",14.6,19.3,11.2,23.9,4.1,1008.5,1016.7,1025.2,1006.1,9.8,17.8,2.7,5.9,59,16,"147.8","77.5",15,10,2.8,8.8,14.5,"230",340,224.3,57.2,0,0,0,6.9,0.9,"17.5","95.14225941","51.67688022","17.3845011501483","24.4953677083357","663","0",129.2011529417,35.2977222917,"128.466666666667","121.166666666667"
2014,4,"0.004226861","0.596168558","0.033060637","0.031340652","70.27725853",13.2,21.2,7.1,27.3,-0.8,1003.6,1016.7,1024.6,1008,7.7,14.5,2.5,2.4,54,10,"22.1","9.8",4.7,1.6,1.8,7.5,12.4,"90",70,210.2,53.17,0,0,0,5.2,-3.7,"16.6","95.14225941","51.67688022","73.8064541777008","21.2973372579266","5286.95","",127.0683715572,37.7361637329,"128.466666666667","121.166666666667"
2014,4,"0.005598878","0.408134642","0.040887798","0.019346424","42.09985935",13.2,18.1,9.6,24.9,5.2,1012.6,1017.2,1025.1,1007,11.5,17.8,4.2,8.6,77,19,"71.4","38.5",5.9,1.3,2.7,11.7,16,"340",340,205.9,52.51,0,0,0,5.9,0.8,"16.5","95.14225941","51.67688022","52.0333509550194","43.8385851856009","97.52","0",126.630594383,34.7992255669,"128.466666666667","121.166666666667"
2014,4,"0.006803371","0.727668539","0.039328652","0.030675562","43.92597765",14.5,21.1,9.4,28,4.1,1008.6,1017.2,1025.5,1006.3,8.8,15.4,3,4.2,55,13,"62.5","15",6.5,2,1.9,7.4,12.8,"270",290,208.5,53.16,0,0,0,6.8,0.9,"17.5","95.14225941","51.67688022","52.2404276069139","40.6776613190337","3604.16","0",126.8566437745,35.0937483986,"128.466666666667","121.166666666667"
2014,4,"0.005988885","0.66414427","0.038913872","0.017577558","65.45612795",14.4,19,10.2,27.6,3.9,1016.5,1016.8,1024.6,1005.8,9.4,17,3,5.4,59,19,"121.6","43.1",10.5,5.6,2.9,7.6,11.4,"50",50,213.6,54.31,0,0,0,7.3,1,"17.5","95.14225941","51.67688022","20.5148633015951","19.6552721425628","628.65","0",129.4378805714,35.9579155039,"128.466666666667","121.166666666667"
2014,4,"0.005881119","0.359020979","0.031735862","0.026375513","48.43123543",14.6,19.3,11.2,23.9,4.1,1008.5,1016.7,1025.2,1006.1,9.8,17.8,2.7,5.9,59,16,"147.8","77.5",15,10,2.8,8.8,14.5,"230",340,224.3,57.2,0,0,0,6.9,0.9,"17.5","95.14225941","51.67688022","18.9457705945894","25.4032100349933","3828.02","0",129.0917149174,35.258597396,"128.466666666667","121.166666666667"
2014,4,"0.005377778","0.495","0.031945833","0.026602778","63.49444444",13.4,20.6,7,27,-1.8,1014,1016.5,1024.5,1006,8.3,16.1,2.6,3.4,57,10,"62.1","26.5",7,1.5,2.1,7.6,12.8,"290",20,222.2,56.37,0,0,0,3.4,-5.6,"16.2","95.14225941","51.67688022","65.4096039536261","27.0554061443398","1702.69","0",127.161769471,36.8925921299,"128.466666666667","121.166666666667"
2014,4,"","","0.025457983","0.016862745","42.12167832",14.6,19.3,11.2,23.9,4.1,1008.5,1016.7,1025.2,1006.1,9.8,17.8,2.7,5.9,59,16,"147.8","77.5",15,10,2.8,8.8,14.5,"230",340,224.3,57.2,0,0,0,6.9,0.9,"17.5","95.14225941","51.67688022","17.551077930484","25.7079700435559","17488.68","0",129.1113489662,35.161027765,"128.466666666667","121.166666666667"
2014,4,"0.00214915","0.354700855","0.051780453","0.005532295","72.06798867",12.2,19.5,5.6,25.6,-0.3,993.3,1017.2,1026,1009.1,7.6,14,2.6,2.6,58,14,"35","20.5",7.5,4,1.9,6.8,11.2,"20",160,203,51.3,0,0,0,1.4,-5.5,"14.5","95.14225941","51.67688022","60.7494011760004","13.6796737697214","36.09","",128.0002664491,38.17562751,"128.466666666667","121.166666666667"
2014,4,"0.003954931","0.459903184","0.039551037","0.019073739","65.3511418",12.5,18.5,7.7,25.5,0.8,1014.5,1017.3,1025.3,1006.7,11.1,17.3,3.9,8,77,20,"97.7","33.7",5.6,1.2,2.2,9.3,12.4,"270",250,226.7,57.63,0,0,0,5.8,-2.5,"15.8","95.14225941","51.67688022","60.2217912035762","33.961246239247","600.39","0",126.9894505402,36.0228943249,"128.466666666667","121.166666666667"
2014,4,"0.005201153","0.515599223","0.040034126","0.024442324","66.63382713",11.7,17.5,6.5,23.5,-0.9,1011.8,1017.4,1025.1,1008.8,9.1,16,2.5,4.9,68,15,"22.5","11.5",3,1,2.4,7.1,12.1,"50",50,187.1,47.34,0,0,0,3.2,-5.7,"14.8","95.14225941","51.67688022","80.3862769607098","23.5043189898832","1230.27","",126.6263264116,37.6817378774,"128.466666666667","121.166666666667"
2014,4,"0.001551917","0.284444444","0.046793651","0.004932588","54.44904459",11.7,19.4,4.6,26.5,-3.2,987.8,1017.3,1025.9,1006.2,7.9,14.8,2.2,2.7,61,10,"84.3","25",6,3,1.5,6.5,12.4,"290",140,199.5,50.78,0,0,0,3.4,-4.7,"14","95.14225941","51.67688022","51.7597956473495","35.0374005265193","50.17","",127.2366165439,35.5979457733,"128.466666666667","121.166666666667"
2014,4,"0.004226664","0.428790312","0.039035482","0.017879858","71.65115628",13.2,20.6,6.5,27,-0.8,1007.8,1017.2,1025.6,1007.7,7.6,13.8,2.1,2.3,53,11,"54.6","31.4",4.8,1.4,1.6,6.3,11.9,"20",50,217.6,55.13,0,0,0,3.9,-4.3,"14.8","95.14225941","51.67688022","63.1048287682724","23.2458000221871","444.37","",127.481011861,37.2096912632,"128.466666666667","121.166666666667"
2014,4,"0.00702805","0.400701262","0.044431978","0.016799439","40.37307153",14.6,19.3,11.2,23.9,4.1,1008.5,1016.7,1025.2,1006.1,9.8,17.8,2.7,5.9,59,16,"147.8","77.5",15,10,2.8,8.8,14.5,"230",340,224.3,57.2,0,0,0,6.9,0.9,"17.5","95.14225941","51.67688022","18.4432913082812","26.7084184247823","8477.42","0",129.0151287468,35.1035269813,"128.466666666667","121.166666666667"
2014,4,"0.003346419","0.509772131","0.042233891","0.018459918","67.41001852",13.5,20.4,6.8,26.8,-1.5,1007.9,1017.1,1025.8,1008.9,8.8,17,3.1,4.5,61,16,"25.5","9",2.7,1.3,1.4,6,10.5,"360",290,206,52.1,0,0,0,1.7,-7.3,"14.9","95.14225941","51.67688022","63.1559407123036","16.9633308986105","247.04","0",127.7398971401,37.8897849388,"128.466666666667","121.166666666667"
2014,4,"0.00799","0.587428571","0.026415714","0.040141429","68.55395683",12.3,16.7,8.8,23.2,3.1,1008.8,1017.4,1025.3,1008.8,10.5,16.5,3.7,7.2,75,22,"44.1","20.8",4.8,1.2,2.9,10,15,"20",20,206.1,52.19,0,0,0,4.9,-2.2,"15.3","95.14225941","51.67688022","77.9048469560502","24.6896585151439","17404.8","0",126.7211167701,37.4966045089,"128.466666666667","121.166666666667"
2014,4,"0.001791702","0.388555079","0.03225608","0.010385551","48.12554113",12.5,20.3,5.4,26.2,-2.5,989.6,1016.4,1025.4,1005.5,7.5,14.3,2,1.8,55,8,"109.8","38",8,2,1.7,7.5,14.6,"320",290,219.9,55.98,0,0,0,3,-4.9,"16.6","95.14225941","51.67688022","42.8573307238077","30.7190891592024","78.61","0",127.9042165982,35.7323101428,"128.466666666667","121.166666666667"
2014,4,"0.005847978","0.667503487","0.025715481","0.04355788","58.7446505",13.3,19.9,7.9,26.3,1.4,1013.2,1017.3,1025.3,1008.3,9.2,16.4,3,5.1,63,14,"55.7","27.3",5.9,1.3,1.9,7.3,12.2,"50",50,205,51.94,0,0,0,6.4,-0.6,"14.8","95.14225941","51.67688022","70.6784688701787","24.7774625472951","11913.05","0",127.0566462573,37.2749126463,"128.466666666667","121.166666666667"
2014,4,"0.003567021","0.346410443","0.048845283","0.011846314","51.32624124",14.3,20.3,9.5,25.6,4.4,1011.3,1016.8,1025.1,1005.9,8.7,16.1,2.6,4.1,55,10,"167","110.5",10.5,2.5,1.9,6.6,12.5,"290",110,199.4,50.84,0,0,0,6.1,0.2,"16.7","95.14225941","51.67688022","21.9860757452494","30.4960319002509","617.38","",128.6232689495,34.870101323,"128.466666666667","121.166666666667"
2014,4,"0.007731844","0.486750349","0.025858939","0.041431564","51.36731844",14,19.6,9.4,26.2,2.3,1006.8,1017,1025,1008.6,9.2,16.3,3,5.1,60,15,"31","13.5",3.5,1,2.8,9.3,18.4,"250",50,213.2,53.97,0,0,0,5.7,-3,"17.9","95.14225941","51.67688022","74.2946407180892","23.6814401532384","24915.79","0",126.9515761952,37.4988230316,"128.466666666667","121.166666666667"
2014,4,"0.003648925","0.459289272","0.035580978","0.024585037","53.90388038",14.7,21.3,9.1,27.6,2,1010.2,1017,1025.2,1006.4,8.2,15.8,2.8,3.2,51,16,"43.7","19.5",4,1,1.5,6,10.4,"50",50,219.3,55.67,0,0,0,7.5,1.1,"16.6","95.14225941","51.67688022","55.7354218966959","26.9567463499608","444.57","0",127.584890155,36.5919618807,"128.466666666667","121.166666666667"
2014,4,"0.004697772","0.402785515","0.038883008","0.018465181","45.87709497",14.3,21.1,8.2,27.2,0.3,1008.9,1017.2,1025.5,1006.7,9.6,17.2,3.1,5.7,61,14,"59.4","24.2",5.1,1.2,1.7,6.6,11.5,"90",320,225,57.14,0,0,0,4.4,-4,"16.9","95.14225941","51.67688022","55.3442718981024","29.2854634636823","1796.49","0",127.4750345002,36.3237411242,"128.466666666667","121.166666666667"
2014,4,"0.006252101","0.459243697","0.034091036","0.041519608","59.88300836",14,19.6,9.4,26.2,2.3,1006.8,1017,1025,1008.6,9.2,16.3,3,5.1,60,15,"31","13.5",3.5,1,2.8,9.3,18.4,"250",50,213.2,53.97,0,0,0,5.7,-3,"17.9","95.14225941","51.67688022","72.2631778470748","23.1200006155311","14635.37","0",127.0629331969,37.4965898656,"128.466666666667","121.166666666667"
2014,4,"0.003972067","0.479469274","0.027185754","0.016273743","55.01949861",13.1,20.2,5.8,26.6,-0.6,991.7,1016.7,1024.8,1006.9,7.5,13.5,2.3,2,52,10,"63.7","28",6,2,2.7,11.7,16.8,"320",340,204.8,51.97,0,0,0,3.6,-3.6,"17","95.14225941","51.67688022","45.6408745075753","19.708269987195","39.62","",128.3879465861,36.9943447598,"128.466666666667","121.166666666667"
2014,4,"0.004929577","0.370985915","0.038173789","0.024885387","42.24745269",15.5,21.5,10.1,27.9,4.6,1009.9,1017.5,1026,1006.8,7.9,17.4,1.9,2.4,48,10,"105","40.5",9.5,3,2,7.2,13.1,"90",90,211.1,53.69,0,0,0,4,-2.1,"18.3","95.14225941","51.67688022","32.9860919220328","25.7372052566797","9376.94","0",128.5854561081,35.8349455357,"128.466666666667","121.166666666667"
2014,4,"0.006317549","0.663927577","0.031396936","0.032733612","62.9804742",13.3,19.9,7.9,26.3,1.4,1013.2,1017.3,1025.3,1008.3,9.2,16.4,3,5.1,63,14,"55.7","27.3",5.9,1.3,1.9,7.3,12.2,"50",50,205,51.94,0,0,0,6.4,-0.6,"14.8","95.14225941","51.67688022","71.846877277633","25.2319587967854","7204.39","0",126.9796821228,37.2604508361,"128.466666666667","121.166666666667"
2014,4,"0.01006488","0.399153738","0.033664145","0.031556732","59.40936556",14.6,19.3,11.2,23.9,4.1,1008.5,1016.7,1025.2,1006.1,9.8,17.8,2.7,5.9,59,16,"147.8","77.5",15,10,2.8,8.8,14.5,"230",340,224.3,57.2,0,0,0,6.9,0.9,"17.5","95.14225941","51.67688022","18.2337930004579","26.509967319055","16538.5","0",129.0317171081,35.1051682664,"128.466666666667","121.166666666667"
2014,4,"0.00906","0.419428571","0.039062857","0.019411429","56.29243937",14.6,19.3,11.2,23.9,4.1,1008.5,1016.7,1025.2,1006.1,9.8,17.8,2.7,5.9,59,16,"147.8","77.5",15,10,2.8,8.8,14.5,"230",340,224.3,57.2,0,0,0,6.9,0.9,"17.5","95.14225941","51.67688022","19.7178889428857","25.9706931321654","7798.18","0",129.0236160792,35.2289332215,"128.466666666667","121.166666666667"
2014,4,"0.006240506","0.590704225","0.028477465","0.043105634","61.97875354",14,19.6,9.4,26.2,2.3,1006.8,1017,1025,1008.6,9.2,16.3,3,5.1,60,15,"31","13.5",3.5,1,2.8,9.3,18.4,"250",50,213.2,53.97,0,0,0,5.7,-3,"17.9","95.14225941","51.67688022","75.3674597926566","23.3450876389839","16170.61","0",126.9081995506,37.5592660922,"128.466666666667","121.166666666667"
2014,4,"0.004661064","0.425630252","0.048116246","0.012565826","50.91655076",13.1,20.8,6.2,26.3,-0.4,1013.3,1016.9,1025.6,1006.3,8.4,17.3,2,3.3,59,9,"123.2","52.5",8,2,1,6.4,10.5,"250",250,209.5,53.4,0,0,0,3.1,-4,"16.2","95.14225941","51.67688022","38.4805610183661","34.8227259293389","72.87","0",127.7790812585,35.1379996116,"128.466666666667","121.166666666667"
2014,4,"0.004832402","0.486312849","0.033177374","0.016364525","57.23472222",14,21,8.3,27.2,0.4,1010.7,1017.1,1025,1006.3,8.8,16.5,2.3,4.2,57,11,"79.7","21.5",6,1.5,1.4,5.3,10,"270",70,217.2,55.28,0,0,0,6.3,-1.4,"18.8","95.14225941","51.67688022","56.540741848974","34.3892115267555","2596.5","0",127.1128705334,35.8584725311,"128.466666666667","121.166666666667"
2014,4,"0.005145777","0.449974498","0.042532695","0.021481785","49.34946841",14.5,20.2,10.2,27.1,3.8,1012.2,1016.7,1025,1005.7,8.7,16.1,2.4,4.1,54,11,"102.9","47",9.5,2,1.8,6.6,8.2,"110",290,209.1,53.3,0,0,0,6.9,0.3,"15.8","95.14225941","51.67688022","26.2649598593731","28.0332598949044","1222.93","0",128.6497215073,35.3086614592,"128.466666666667","121.166666666667"
2014,4,"0.002624217","0.254935622","0.053150997","0.009396296","52.35571429",13.1,20.7,6.1,26.9,0.2,1005.7,1016.9,1025.3,1005.7,8.1,16,2.2,3.1,58,8,"102.6","46",26,9,1.8,6.8,12,"320",290,188.9,48.05,0,0,0,2,-5,"16.7","95.14225941","51.67688022","29.1684805059555","22.6449454427215","109.52","",128.9427924867,36.0155655828,"128.466666666667","121.166666666667"
